coral_number,first_seen_year,years_since,display_year,opacity_pct,fade_label,length,width,height,died_this_year,volume_cm3,status
LTER4_BR_T03_Poc_1_65_10,2020,3,2023,50,Year +3,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Poc_1_65_10,2020,4,2024,33,Year +4,NA,NA,NA,NA,NA,Surviving
LTER4_BR_T03_Poc_2.06_13_19,2013,0,2013,100,Year +0,3.5,1,1,0,3.226435047783961,Recruited
LTER4_BR_T03_Poc_2.06_13_19,2013,1,2014,83,Year +1,4.6,4.2,2.5,0,27.98144824127625,Surviving
LTER4_BR_T03_Poc_2.06_13_19,2013,2,2015,67,Year +2,7,5,2.8,0,62.8666045164578,Surviving
LTER4_BR_T03_Poc_2.06_13_19,2013,3,2016,50,Year +3,7.4,7.5,8.1,0,235.94912232238897,Surviving
LTER4_BR_T03_Poc_2.06_13_19,2013,4,2017,33,Year +4,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Poc_2.06_13_19,2013,5,2018,17,Year +5,9.9,9.5,6.8,0,348.7696874173496,Surviving
LTER4_BR_T03_Poc_2.14_12_20,2013,0,2013,100,Year +0,3,3,2,0,9.928984189123293,Recruited
LTER4_BR_T03_Poc_2.14_12_20,2013,1,2014,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Poc_2.14_12_20,2013,2,2015,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_2.14_12_20,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_2.14_12_20,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_2.14_12_20,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_2.15_25_15,2021,0,2021,100,Year +0,1.8,1.7,1.5,0,2.4240684055476804,Recruited
LTER4_BR_T03_Poc_2.15_25_15,2021,1,2022,83,Year +1,6.2,6.5,3.5,0,82.4479576008105,Surviving
LTER4_BR_T03_Poc_2.15_25_15,2021,2,2023,67,Year +2,17,13,7,0,982.2906955696532,Surviving
LTER4_BR_T03_Poc_2.15_25_15,2021,3,2024,50,Year +3,15.3,12.5,12,0,1222.5991073722007,Surviving
LTER4_BR_T03_Poc_2.15_26_15,2021,0,2021,100,Year +0,2,2,1.8,0,3.783718677945751,Recruited
LTER4_BR_T03_Poc_2.15_26_15,2021,1,2022,83,Year +1,6,6,3,0,65.44984694978736,Surviving
LTER4_BR_T03_Poc_2.15_26_15,2021,2,2023,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Poc_2.15_26_15,2021,3,2024,50,Year +3,NA,NA,NA,NA,NA,Surviving
LTER4_BR_T03_Poc_2.1_60_0,2018,0,2018,100,Year +0,2.5,2.5,1,0,4.1887902047863905,Recruited
LTER4_BR_T03_Poc_2.1_60_0,2018,1,2019,83,Year +1,2.5,2.5,1,0,4.1887902047863905,Surviving
LTER4_BR_T03_Poc_2.1_60_0,2018,2,2020,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Poc_2.1_60_0,2018,3,2021,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_2.1_60_0,2018,4,2022,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_2.1_60_0,2018,5,2023,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_2.42_33_0,2018,0,2018,100,Year +0,3.8,3.2,2.2,0,15.10074382863289,Recruited
LTER4_BR_T03_Poc_2.42_33_0,2018,1,2019,83,Year +1,5,4.5,4,0,47.71293842639498,Surviving
LTER4_BR_T03_Poc_2.42_33_0,2018,2,2020,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Poc_2.42_33_0,2018,3,2021,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_2.42_33_0,2018,4,2022,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_2.42_33_0,2018,5,2023,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_2.4_59_10,2014,0,2014,100,Year +0,1.4,1.4,1,0,1.0641078523936982,Recruited
LTER4_BR_T03_Poc_2.4_59_10,2014,1,2015,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Poc_2.4_59_10,2014,2,2016,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_2.4_59_10,2014,3,2017,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_2.4_59_10,2014,4,2018,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_2.4_59_10,2014,5,2019,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_2.5_15_0,2018,0,2018,100,Year +0,3.9,2.2,2.2,0,11.088406411223133,Recruited
LTER4_BR_T03_Poc_2.5_15_0,2018,1,2019,83,Year +1,6.2,5.3,5,0,87.11374629016697,Surviving
LTER4_BR_T03_Poc_2.5_15_0,2018,2,2020,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Poc_2.5_15_0,2018,3,2021,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_2.5_15_0,2018,4,2022,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_2.5_15_0,2018,5,2023,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_2.7_35_20,2015,0,2015,100,Year +0,2,1,1,0,1.2411230236404116,Recruited
LTER4_BR_T03_Poc_2.7_35_20,2015,1,2016,83,Year +1,4.7,2.7,3.5,0,25.11391106534405,Surviving
LTER4_BR_T03_Poc_2.7_35_20,2015,2,2017,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Poc_2.7_35_20,2015,3,2018,50,Year +3,9,8.9,8.9,0,373.2838839591611,Surviving
LTER4_BR_T03_Poc_2.7_35_20,2015,4,2019,33,Year +4,13,11,10.3,0,782.5592302287012,Surviving
LTER4_BR_T03_Poc_2.7_35_20,2015,5,2020,17,Year +5,15.5,13.5,12.5,0,1386.0508014028912,Surviving
LTER4_BR_T03_Poc_2_50_0,2022,0,2022,100,Year +0,4,4,4,0,33.510321638291124,Recruited
LTER4_BR_T03_Poc_2_50_0,2022,1,2023,83,Year +1,6,6,4,0,79.43187351298634,Surviving
LTER4_BR_T03_Poc_2_50_0,2022,2,2024,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Poc_3.05_32_11,2013,0,2013,100,Year +0,16,12,10,0,1064.107852393698,Recruited
LTER4_BR_T03_Poc_3.05_32_11,2013,1,2014,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Poc_3.05_32_11,2013,2,2015,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_3.05_32_11,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_3.05_32_11,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_3.05_32_11,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_3.35_15_5,2018,0,2018,100,Year +0,2,2,2,0,4.1887902047863905,Recruited
LTER4_BR_T03_Poc_3.35_15_5,2018,1,2019,83,Year +1,3.5,3,3,0,16.626685193651532,Surviving
LTER4_BR_T03_Poc_3.35_15_5,2018,2,2020,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Poc_3.35_15_5,2018,3,2021,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_3.35_15_5,2018,4,2022,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_3.35_15_5,2018,5,2023,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_3.3_37_0,2019,0,2019,100,Year +0,0.5,1,0.5,0,0.15514037795505145,Recruited
LTER4_BR_T03_Poc_3.3_37_0,2019,1,2020,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Poc_3.3_37_0,2019,2,2021,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_3.3_37_0,2019,3,2022,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_3.3_37_0,2019,4,2023,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_3.3_37_0,2019,5,2024,17,Year +5,NA,NA,NA,NA,NA,Surviving
LTER4_BR_T03_Poc_3.75_60_10,2018,0,2018,100,Year +0,3.5,3,1.5,0,9.928984189123293,Recruited
LTER4_BR_T03_Poc_3.75_60_10,2018,1,2019,83,Year +1,4.8,4.7,3,0,37.8760688366825,Surviving
LTER4_BR_T03_Poc_3.75_60_10,2018,2,2020,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Poc_3.75_60_10,2018,3,2021,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_3.75_60_10,2018,4,2022,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_3.75_60_10,2018,5,2023,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_3.77_60_0,2019,0,2019,100,Year +0,3,2,1.5,0,5.325678286988251,Recruited
LTER4_BR_T03_Poc_3.77_60_0,2019,1,2020,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Poc_3.77_60_0,2019,2,2021,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_3.77_60_0,2019,3,2022,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_3.77_60_0,2019,4,2023,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_3.77_60_0,2019,5,2024,17,Year +5,NA,NA,NA,NA,NA,Surviving
LTER4_BR_T03_Poc_3.79_66_2,2013,0,2013,100,Year +0,5,2,1,0,9.928984189123293,Recruited
LTER4_BR_T03_Poc_3.79_66_2,2013,1,2014,83,Year +1,4.8,3.4,1.8,0,19.392547244381444,Surviving
LTER4_BR_T03_Poc_3.79_66_2,2013,2,2015,67,Year +2,6.1,3.8,3.1,0,42.60542629590601,Surviving
LTER4_BR_T03_Poc_3.79_66_2,2013,3,2016,50,Year +3,8,6.7,6.5,0,184.7746723905136,Surviving
LTER4_BR_T03_Poc_3.79_66_2,2013,4,2017,33,Year +4,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Poc_3.79_66_2,2013,5,2018,17,Year +5,12.5,9,7,0,448.92050022859144,Surviving
LTER4_BR_T03_Poc_3.7_65_6,2018,0,2018,100,Year +0,2.5,2,2,0,5.325678286988251,Recruited
LTER4_BR_T03_Poc_3.7_65_6,2018,1,2019,83,Year +1,4.7,4.8,3,0,37.8760688366825,Surviving
LTER4_BR_T03_Poc_3.7_65_6,2018,2,2020,67,Year +2,6.5,6,5,0,103.93193288785676,Surviving
LTER4_BR_T03_Poc_3.7_65_6,2018,3,2021,50,Year +3,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Poc_3.7_65_6,2018,4,2022,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_3.7_65_6,2018,5,2023,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_3.83_50_20,2019,0,2019,100,Year +0,4,4,3,0,25.81148038227169,Recruited
LTER4_BR_T03_Poc_3.83_50_20,2019,1,2020,83,Year +1,8,8.5,5.5,0,206.49184305817352,Surviving
LTER4_BR_T03_Poc_3.83_50_20,2019,2,2021,67,Year +2,8.8,8.9,7.7,0,317.7869128167023,Surviving
LTER4_BR_T03_Poc_3.83_50_20,2019,3,2022,50,Year +3,14,8,8.9,0,572.1505192632021,Surviving
LTER4_BR_T03_Poc_3.83_50_20,2019,4,2023,33,Year +4,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Poc_3.83_50_20,2019,5,2024,17,Year +5,NA,NA,NA,NA,NA,Surviving
LTER4_BR_T03_Poc_3_40_15,2016,0,2016,100,Year +0,8,6.7,6.5,0,184.7746723905136,Recruited
LTER4_BR_T03_Poc_3_40_15,2016,1,2017,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Poc_3_40_15,2016,2,2018,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Poc_3_40_15,2016,3,2019,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_3_40_15,2016,4,2020,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_3_40_15,2016,5,2021,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_4.05_20_30,2015,0,2015,100,Year +0,3,3,2,0,9.928984189123293,Recruited
LTER4_BR_T03_Poc_4.05_20_30,2015,1,2016,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Poc_4.05_20_30,2015,2,2017,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_4.05_20_30,2015,3,2018,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_4.05_20_30,2015,4,2019,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_4.05_20_30,2015,5,2020,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_4.48_71_10,2013,0,2013,100,Year +0,3.5,4,2,0,16.626685193651532,Recruited
LTER4_BR_T03_Poc_4.48_71_10,2013,1,2014,83,Year +1,5,5.2,3.5,0,49.86508453448194,Surviving
LTER4_BR_T03_Poc_4.48_71_10,2013,2,2015,67,Year +2,8.3,9,6.5,0,261.43620417435665,Surviving
LTER4_BR_T03_Poc_4.48_71_10,2013,3,2016,50,Year +3,11.2,11.5,8.5,0,588.9774131146048,Surviving
LTER4_BR_T03_Poc_4.48_71_10,2013,4,2017,33,Year +4,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Poc_4.48_71_10,2013,5,2018,17,Year +5,16,14.3,14.2,0,1708.8930797905423,Surviving
LTER4_BR_T03_Poc_4.6_30_15,2016,0,2016,100,Year +0,2,1.5,1.5,0,2.4240684055476804,Recruited
LTER4_BR_T03_Poc_4.6_30_15,2016,1,2017,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Poc_4.6_30_15,2016,2,2018,67,Year +2,8.2,6,2.5,0,90.3200712664585,Surviving
LTER4_BR_T03_Poc_4.6_30_15,2016,3,2019,50,Year +3,9,8.9,7.2,0,306.65921710476186,Surviving
LTER4_BR_T03_Poc_4.6_30_15,2016,4,2020,33,Year +4,17,18.5,15,0,2497.520102304179,Surviving
LTER4_BR_T03_Poc_4.6_30_15,2016,5,2021,17,Year +5,18.3,19.9,19,0,3629.300633590458,Surviving
LTER4_BR_T03_Poc_4.7_10_20,2018,0,2018,100,Year +0,2,2,2,0,4.1887902047863905,Recruited
LTER4_BR_T03_Poc_4.7_10_20,2018,1,2019,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Poc_4.7_10_20,2018,2,2020,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_4.7_10_20,2018,3,2021,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_4.7_10_20,2018,4,2022,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Poc_4.7_10_20,2018,5,2023,17,Year +5,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Por_0.01_60_0,2022,0,2022,100,Year +0,3,3,1,0,3.325821852411417,Recruited
LTER4_BR_T03_Por_0.01_60_0,2022,1,2023,83,Year +1,3,3,2,0,4.964492094561646,Surviving
LTER4_BR_T03_Por_0.01_60_0,2022,2,2024,67,Year +2,10,4,4,0,56.54866776461627,Surviving
LTER4_BR_T03_Por_0.01_70_0,2022,0,2022,100,Year +0,3,3,1,0,3.325821852411417,Recruited
LTER4_BR_T03_Por_0.01_70_0,2022,1,2023,83,Year +1,12,8,5.6,0,162.67647695459607,Surviving
LTER4_BR_T03_Por_0.01_70_0,2022,2,2024,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Por_0.05_55_80,2018,0,2018,100,Year +0,6.2,5.3,1.5,0,21.302713147953003,Recruited
LTER4_BR_T03_Por_0.05_55_80,2018,1,2019,83,Year +1,10,8.2,3.6,0,100.4556442613762,Surviving
LTER4_BR_T03_Por_0.05_55_80,2018,2,2020,67,Year +2,12.5,9.9,5.2,0,203.860041686544,Surviving
LTER4_BR_T03_Por_0.05_55_80,2018,3,2021,50,Year +3,22.5,15.3,15.2,0,1443.552128050888,Surviving
LTER4_BR_T03_Por_0.05_55_80,2018,4,2022,33,Year +4,24.5,18,16,0,1941.209735607218,Surviving
LTER4_BR_T03_Por_0.05_55_80,2018,5,2023,17,Year +5,24.9,21,5.5,0,1316.7223868265855,Surviving
LTER4_BR_T03_Por_0.06_58_82,2013,0,2013,100,Year +0,18.5,9,3,0,275.10873537980893,Recruited
LTER4_BR_T03_Por_0.06_58_82,2013,1,2014,83,Year +1,18.8,7.4,3.1,0,243.8977104980952,Surviving
LTER4_BR_T03_Por_0.06_58_82,2013,2,2015,67,Year +2,20.5,7.8,3.1,0,300.18833133280407,Surviving
LTER4_BR_T03_Por_0.06_58_82,2013,3,2016,50,Year +3,18.1,7.4,3.5,0,236.4824173716094,Surviving
LTER4_BR_T03_Por_0.06_58_82,2013,4,2017,33,Year +4,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Por_0.06_58_82,2013,5,2018,17,Year +5,13.7,6.9,6.9,0,201.65219048649757,Surviving
LTER4_BR_T03_Por_0.17_55_77,2013,0,2013,100,Year +0,13,9,4,0,170.42170518362403,Recruited
LTER4_BR_T03_Por_0.17_55_77,2013,1,2014,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Por_0.17_55_77,2013,2,2015,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Por_0.17_55_77,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Por_0.17_55_77,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Por_0.17_55_77,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Por_0.1_60_0,2022,0,2022,100,Year +0,3,3,1,0,3.325821852411417,Recruited
LTER4_BR_T03_Por_0.1_60_0,2022,1,2023,83,Year +1,3.8,3,2,0,6.607738977861556,Surviving
LTER4_BR_T03_Por_0.1_60_0,2022,2,2024,67,Year +2,41,30,25,0,8578.642339402528,Surviving
LTER4_BR_T03_Por_0.2101_62_80,2013,0,2013,100,Year +0,4.5,5,2,0,14.74682014514931,Recruited
LTER4_BR_T03_Por_0.2101_62_80,2013,1,2014,83,Year +1,31.1,11,4.5,0,981.2114615304084,Surviving
LTER4_BR_T03_Por_0.2101_62_80,2013,2,2015,67,Year +2,24,13,5,0,718.3775201208659,Surviving
LTER4_BR_T03_Por_0.2101_62_80,2013,3,2016,50,Year +3,11.8,8.3,5.2,0,157.02414090554984,Surviving
LTER4_BR_T03_Por_0.2101_62_80,2013,4,2017,33,Year +4,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Por_0.2101_62_80,2013,5,2018,17,Year +5,11.5,7,2,0,83.5346092893758,Surviving
LTER4_BR_T03_Por_0.21_62_80,2015,0,2015,100,Year +0,4,4,1,0,7.068583470577034,Recruited
LTER4_BR_T03_Por_0.21_62_80,2015,1,2016,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Por_0.21_62_80,2015,2,2017,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Por_0.21_62_80,2015,3,2018,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Por_0.21_62_80,2015,4,2019,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Por_0.21_62_80,2015,5,2020,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Por_0.24_43_60,2015,0,2015,100,Year +0,3.7,3.6,2,0,7.799265561924461,Recruited
LTER4_BR_T03_Por_0.24_43_60,2015,1,2016,83,Year +1,5,4.5,2.7,0,17.60695906430777,Surviving
LTER4_BR_T03_Por_0.24_43_60,2015,2,2017,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Por_0.24_43_60,2015,3,2018,50,Year +3,12,6,0.5,0,61.39316847310332,Surviving
LTER4_BR_T03_Por_0.24_43_60,2015,4,2019,33,Year +4,17,22,10,0,1140.7568953771156,Surviving
LTER4_BR_T03_Por_0.24_43_60,2015,5,2020,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Por_0.25_28_55,2015,0,2015,100,Year +0,11,9.5,3,0,125.83702703458836,Recruited
LTER4_BR_T03_Por_0.25_28_55,2015,1,2016,83,Year +1,19.1,9.7,4.1,0,345.2968021829105,Surviving
LTER4_BR_T03_Por_0.25_28_55,2015,2,2017,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Por_0.25_28_55,2015,3,2018,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Por_0.25_28_55,2015,4,2019,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Por_0.25_28_55,2015,5,2020,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Por_0.25_41_59,2015,0,2015,100,Year +0,4.5,4,1.5,0,9.696273622190722,Recruited
LTER4_BR_T03_Por_0.25_41_59,2015,1,2016,83,Year +1,3.2,2.7,1.5,0,3.929162782278613,Surviving
LTER4_BR_T03_Por_0.25_41_59,2015,2,2017,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Por_0.25_41_59,2015,3,2018,50,Year +3,8.8,4.2,2.1,0,33.383794963795154,Surviving
LTER4_BR_T03_Por_0.25_41_59,2015,4,2019,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Por_0.25_41_59,2015,5,2020,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Por_0.25_43_59,2015,0,2015,100,Year +0,3.2,3.3,1.5,0,4.964492094561646,Recruited
LTER4_BR_T03_Por_0.25_43_59,2015,1,2016,83,Year +1,4.1,3.9,2,0,9.696273622190722,Surviving
LTER4_BR_T03_Por_0.25_43_59,2015,2,2017,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Por_0.25_43_59,2015,3,2018,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Por_0.25_43_59,2015,4,2019,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Por_0.25_43_59,2015,5,2020,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Por_0.25_60_50,2020,0,2020,100,Year +0,1.5,2,0.5,0,0.6205615118202058,Recruited
LTER4_BR_T03_Por_0.25_60_50,2020,1,2021,83,Year +1,3.3,3.2,1.2,0,4.426668885559597,Surviving
LTER4_BR_T03_Por_0.25_60_50,2020,2,2022,67,Year +2,8,8.1,6.2,0,107.52747598361668,Surviving
LTER4_BR_T03_Por_0.25_60_50,2020,3,2023,50,Year +3,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Por_0.25_60_50,2020,4,2024,33,Year +4,NA,NA,NA,NA,NA,Surviving
LTER4_BR_T03_Por_0.25_61_35,2020,0,2020,100,Year +0,1.5,2,0.5,0,0.6205615118202058,Recruited
LTER4_BR_T03_Por_0.25_61_35,2020,1,2021,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Por_0.25_61_35,2020,2,2022,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Por_0.25_61_35,2020,3,2023,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Por_0.25_61_35,2020,4,2024,33,Year +4,NA,NA,NA,NA,NA,Surviving
LTER4_BR_T03_Por_0.25_72_85,2014,0,2014,100,Year +0,2.6,1.6,0.4,0,0.943796489289556,Recruited
LTER4_BR_T03_Por_0.25_72_85,2014,1,2015,83,Year +1,3,2,0.25,0,1.4030810939860665,Surviving
LTER4_BR_T03_Por_0.25_72_85,2014,2,2016,67,Year +2,3.4,2.7,1,0,3.4704029883919025,Surviving
LTER4_BR_T03_Por_0.25_72_85,2014,3,2017,50,Year +3,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Por_0.25_72_85,2014,4,2018,33,Year +4,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Por_0.25_72_85,2014,5,2019,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Por_0.25_75_40,2018,0,2018,100,Year +0,1,1,1,0,0.2617993877991494,Recruited
LTER4_BR_T03_Por_0.25_75_40,2018,1,2019,83,Year +1,6.5,3.5,3.2,0,22.301119050282736,Surviving
LTER4_BR_T03_Por_0.25_75_40,2018,2,2020,67,Year +2,7.5,6.2,6,0,74.13162855170911,Surviving
LTER4_BR_T03_Por_0.25_75_40,2018,3,2021,50,Year +3,11.1,8.8,6.3,0,174.3848437086748,Surviving
LTER4_BR_T03_Por_0.25_75_40,2018,4,2022,33,Year +4,16.5,10.2,8.5,0,422.8952945831395,Surviving
LTER4_BR_T03_Por_0.25_75_40,2018,5,2023,17,Year +5,6,3.1,2.8,0,16.339762760897287,Surviving
LTER4_BR_T03_Por_0.25_94_46,2015,0,2015,100,Year +0,6,4,1,0,12.905740191135845,Recruited
LTER4_BR_T03_Por_0.25_94_46,2015,1,2016,83,Year +1,6.8,4.8,1.8,0,23.33024274744758,Surviving
LTER4_BR_T03_Por_0.25_94_46,2015,2,2017,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Por_0.25_94_46,2015,3,2018,50,Year +3,6,6.2,1.8,0,26.606574819291335,Surviving
LTER4_BR_T03_Por_0.25_94_46,2015,4,2019,33,Year +4,9.3,9.9,3.4,0,111.925792965105,Surviving
LTER4_BR_T03_Por_0.25_94_46,2015,5,2020,17,Year +5,11,9,7,0,190.8517537055799,Surviving
LTER4_BR_T03_Por_0.28_56_41,2013,0,2013,100,Year +0,3.5,3.1,2,0,6.16737301503614,Recruited
LTER4_BR_T03_Por_0.28_56_41,2013,1,2014,83,Year +1,4.6,3.2,2.1,0,9.408284599338035,Surviving
LTER4_BR_T03_Por_0.28_56_41,2013,2,2015,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Por_0.28_56_41,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Por_0.28_56_41,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Por_0.28_56_41,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER4_BR_T03_Por_0.28_60_60,2016,0,2016,100,Year +0,2,2,1,0,1.2120342027738402,Recruited
LTER4_BR_T03_Por_0.28_60_60,2016,1,2017,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER4_BR_T03_Por_0.28_60_60,2016,2,2018,67,Year +2,2.5,2.5,1,0,2.0943951023931953,Surviving
LTER4_BR_T03_Por_0.28_60_60,2016,3,2019,50,Year +3,4.4,3.8,1.8,0,9.696273622190722,Surviving
LTER4_BR_T03_Por_0.28_60_60,2016,4,2020,33,Year +4,6.5,4.3,1.8,0,19.396193043263384,Surviving
